0,pinyin,mim simpl,mim trad,Glosnnummer,Functioneel,HIERARCHIE DINGEMANSE,Gloss meaning,Middle Chinese,MC tonen,Morf,zdic,Translation,Sem typ (corpus),Sem typ (dict),Fanqie zdic,AUTHOR ENGL,AUTHOR CHI,BORN,DIED,old birhplace,current place,other place (current),titel,POEM PLACE,Syntaxis,distichon/regel,vert Wang,Uitspraak distichon,pagina Wang,onderdeel 3TP,link,,,http://zh.wikisource.org/wiki/%E5%94%90%E8%A9%A9%E4%B8%89%E7%99%BE%E9%A6%96,,,,,,
82,piāomiǎo,缥缈,縹緲,60,AT,VISUAL,indiscernible,#phjew~#mjewX,P~Q,RHYME,亦作“ 縹眇 ”。亦作“ 縹渺 ”。 1.高远隐约貌。2.随风飘扬；随水浮流。3.形容声音清越悠扬。4.虚浮；渺茫。 5.峰名。 ,1. Dimly discernible. 2. Blow in the wind, float with the stream. 3. Describes a clear and melodious sound. 4. Superficial, uncertain. 5. Name of a mountain peak.,PHENO,PHOPHE,《廣韻》敷紹切《集韻》《韻會》匹紹切《正韻》普沼切，音醥。 + 《韻會》弭沼切，音眇。微也。本作紗，今作緲。通作眇。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 56,忽聞海上有仙山，山在虛無縹緲間。,"Suddenly it was reported: on the sea a fairy mountain; could indistinctly be spotted, among visions all uncertain.",Hū wén hǎishàng yǒu xiānshān, shān zài xūwúpiāomiǎo jiān.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,
85,piāopiāo,飘飘,飄飄,62,AD,MOVEMENT,blow,#phjew~phjew,P-P,RED,1.风吹貌。 2.飞扬貌。 3.飞翔貌。4.轻盈舒缓，超尘脱俗的样子。5.形容动荡不安、不平静。6.漂泊貌。形容行止无定。 7.迅疾貌，倏忽貌。8.形容思想、意趣高远。 9.形容遥远、久远。 ,1. Blowing of the wind. 2. Rising. 3. Flying. 4. Light up, transcend. 5. Describes turmoil. 6. Drifting. 7. Swift. 8. Describes how thoughts and interests are far off. 9. Describes distance and far awayness.,PHENO,PHENO,《集韻》《韻會》《正韻》遙切，音標。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 56,風吹仙袂飄飄舉，猶似霓裳羽衣舞。,"Blown by the wind, her two sleeves long, fluttered and made her the same sight; as when she had danced to the song ""Clothes Rainbow-Bright and Feather-Light"".",Fēngchuī xiān mèi piāo piāo jǔ, yóu shì níshang yǔ yī wǔ.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,
127,piāopiāo,飘飘,飄飄,91,BG,MOVEMENT,drift,#phjew~phjew,P-P,RED,1.风吹貌。 2.飞扬貌。 3.飞翔貌。4.轻盈舒缓，超尘脱俗的样子。5.形容动荡不安、不平静。6.漂泊貌。形容行止无定。 7.迅疾貌，倏忽貌。8.形容思想、意趣高远。 9.形容遥远、久远。 ,1. Blowing of the wind. 2. Rising. 3. Flying. 4. Light up, transcend. 5. Describes turmoil. 6. Drifting. 7. Swift. 8. Describes how thoughts and interests are far off. 9. Describes distance and far awayness.,PHENO,PHENO,《集韻》《韻會》《正韻》遙切，音標。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,旅夜書懷,,5 12,飄飄何所似，天地一沙鷗。,"What am I like, roaming all my life here and there?; just a seagull that flies between the earth and air!",Piāo piāo hé suǒ shì, tiāndì yī shā'ōu.,185,五言律诗,http://zh.wikisource.org/wiki/%E6%97%85%E5%A4%9C%E6%9B%B8%E6%87%B7,,,,,,,
101,piāoyáo,飘飖,飄颻,73,PR,MOVEMENT,turbulent,#phjew~yew,P-P,RHYME,1.风吹貌。2.飘荡；飞扬。 3.形容动荡、起伏。 4.摇动；晃动。5.飞翔貌。 6.形容举止轻盈、洒脱。 7.流落；飘泊。8.形容驰思高远。 9.遥远貌。 10.指缥渺貌。,1. Blowing of the wind. 2. Drifting, flying. 3. Describes turbulence, undulations. 4. Shaking, rocking. 5. Flying. 6. Describes light, free and easy manner. 7. Wandering, drifting. 8. Describes far off thoughts. 9. Seeming distant. 10. Faintly discernable.,PHENO,PHENO,,Gao Shi,高適,716,765,渤海,景县,,燕歌行,,7 34,邊庭飄颻那可度，絕域蒼茫更何有。,How could they stay in the borderland amidst turbulence?; What could they get in the vast place at remotest distance?,Biān tíng piāo yáo nà kě dù, jué yù cāngmáng gèng hé yǒu.,128,乐府,http://zh.wikisource.org/wiki/%E7%87%95%E6%AD%8C%E8%A1%8C_(%E9%AB%98%E9%81%A9),,,
60,pīlì,霹雳,霹靂,43,S,VISUAL,lightning,#phek~#lek,P~R,RHYME,1.响雷，震雷。 2.喻壮盛的声威。 3.雷击。 4.比喻突然发生。 5.形容神速。 6.象声词。 7.古星名。8.古琴曲名。 9.古琴名。,1. Rolling of the thunder. 2. Strong, deep sound. 3. Lightning. 4. Sudden movement. 5. Describes rapidness. 6. Onomatopoeia. 7. Ancient name of a star. 8. Ancient music piece. 9. Guzheng.,PHONO,PHONO,《廣韻》普擊切《集韻》《韻會》匹歷切，音澼。 ＋ 《廣韻》郞擊切《集韻》《韻會》《正韻》郞狄切，音歷。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,韋諷錄事宅觀曹將軍畫馬圖,,7 67,曾貌先帝照夜白，龍池十日飛霹靂。,He drew the late Emperor's hore Shine-the-Night-Bright; that made pool dragons for ten days with bolts take to flight.,Céng mào xiāndì zhào yè bái, lóngchí shí rì fēi pīlì.,86,七言古诗,http://zh.wikisource.org/wiki/%E9%9F%8B%E8%AB%B7%E9%8C%84%E4%BA%8B%E5%AE%85%E8%A7%80%E6%9B%B9%E5%B0%87%E8%BB%8D%E7%95%AB%E9%A6%AC%E5%9C%96,,,,,,,
47,pīlì,霹雳,霹靂,32,PR,SOUND+VISUAL,lightning thunder,#phek~#lek,P~R,RHYME,1.响雷，震雷。 2.喻壮盛的声威。 3.雷击。 4.比喻突然发生。 5.形容神速。 6.象声词。 7.古星名。8.古琴曲名。 9.古琴名。,1. Rolling of the thunder. 2. Strong, deep sound. 3. Lightning. 4. Sudden movement. 5. Describes rapidness. 6. Onomatopoeia. 7. Ancient name of a star. 8. Ancient music piece. 9. Guzheng.,PHONO,PHONO,《廣韻》普擊切《集韻》《韻會》匹歷切，音澼。 ＋ 《廣韻》郞擊切《集韻》《韻會》《正韻》郞狄切，音歷。,Li Bai,李白,701,762,綿州,省江油市,托克马克,夢遊天姥吟留別,,4 34,列缺霹靂，丘巒崩摧。,"Bright flashes of lightning, loudly rumbles the thunder; hillocks in a range are crushed and torn asunder.",Liè quē pīlì, qiū luán bēng cuī.,64,七言古诗,http://zh.wikisource.org/wiki/%E5%A4%A2%E9%81%8A%E5%A4%A9%E5%A7%A5%E5%90%9F%E7%95%99%E5%88%A5,,,,,,,
105,pīlì,霹雳,霹靂,76,PR,MOVEMENT+VISUAL,lightning,#phek~#lek,P~R,RHYME,1.响雷，震雷。 2.喻壮盛的声威。 3.雷击。 4.比喻突然发生。 5.形容神速。 6.象声词。 7.古星名。8.古琴曲名。 9.古琴名。,1. Rolling of the thunder. 2. Strong, deep sound. 3. Lightning. 4. Sudden movement. 5. Describes rapidness. 6. Onomatopoeia. 7. Ancient name of a star. 8. Ancient music piece. 9. Guzheng.,PHONO,PHONO,《廣韻》普擊切《集韻》《韻會》匹歷切，音澼。 ＋ 《廣韻》郞擊切《集韻》《韻會》《正韻》郞狄切，音歷。,Wang Wei,王維,699,759,祁县,祁县,永济市,老將行,,7 67,漢兵奮迅如霹靂，虜騎崩騰畏蒺藜。,"Like thunderbolt, the inspired Han soldiers sped on their way; far fear of hoof-traps, the dispersed enemies fled away.",Hàn bīng fènxùn rú pīlì, lǔ qí bēng téng wèi jílí.,133,乐府,http://zh.wikisource.org/wiki/%E8%80%81%E5%B0%87%E8%A1%8C_(%E7%8E%8B%E7%B6%AD),,,,,,,
195,pīngpīng,娉娉,娉娉,145,PR,VISUAL,beautiful,*pheng~pheng,P~P,RED,轻盈美好貌。,Light and beautiful.,PHENO,PHENO,《唐韻》《集韻》匹正切，同聘。,Du Mu,杜牧,803,852,萬年,西安,,贈別之一,,7 12,娉娉褭褭十三餘，荳蔻梢頭二月初。,"She is beautiful, slender, a little more than thirteen; looking like cardamom at a spray's tip in early spring.",Pīng pīng niǎo niǎo shísān yú, dòukòu shāotóu èr yuèchū.,339,七言绝句,http://zh.wikisource.org/wiki/%E8%B4%88%E5%88%A5_(%E5%A8%89%E5%A8%89%E8%A4%AD%E8%A4%AD%E5%8D%81%E4%B8%89%E9%A4%98),,,,,,,,
141,qiǎorán,悄然,悄然,103,PR,INNER_FEELINGS,sad,#tshjewX-*nyen,S-P,RAN,1.忧伤貌。 2.寂静貌。3.浑然，依然。,1. Sad. 2. Silent. 3. Absolutely, still.,PSYCHO,PSYCHO,《唐韻》親小切《集韻》《韻會》《正韻》七小切，音。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Du Mu,杜牧,803,852,萬年,西安,,旅宿,,5 45,旅館無良伴，凝情自悄然。,I stayed at an inn in lack of good company; a sense of lonelinesss came of itself on me.,Lǚguǎn wú liáng bàn, níng qíng zì qiǎorán.,225,五言律诗,http://zh.wikisource.org/wiki/%E6%97%85%E5%AE%BF,,,,,,,
91,qièqiè,切切,切切,67,AD,SOUND,low sound,*tshet~tshet,R~R,RED,相互敬重切磋勉励貌。1.急切，急迫。2.哀怨、忧伤貌。3.恳挚。4.深切。5.再三告诫之词。6.象声词。形容声音轻细。7.象声词。形容声音凄切。,1. Urgent. 2. Sad. 3. Sincere. 4. Profound. 5. Repeatedly warning. 6. Light sound (onom.). 7. Mournful sound (onom.).,PHONO,PHOPSY,《唐韻》《集韻》《韻會》《正韻》千結切，音竊。,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 34,大絃嘈嘈如急雨，小絃切切如私語。,"Quite loud was the sound from the bigger strings, like a torrential rain beating something; while low was the sound from the finer strings, like two lovers between themselves whispering.",Dà xián cáo cáo rú jí yǔ, xiǎo xián qièqiè rú sīyǔ.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,,
93,qièqiè,切切,切切,68,BG,SOUND,low sound,*tshet~tshet,R~R,RED,相互敬重切磋勉励貌。1.急切，急迫。2.哀怨、忧伤貌。3.恳挚。4.深切。5.再三告诫之词。6.象声词。形容声音轻细。7.象声词。形容声音凄切。,1. Urgent. 2. Sad. 3. Sincere. 4. Profound. 5. Repeatedly warning. 6. Light sound (onom.). 7. Mournful sound (onom.).,PHONO,PHOPSY,《唐韻》《集韻》《韻會》《正韻》千結切，音竊。,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 34,嘈嘈切切錯雜彈，大珠小珠落玉盤。,"When her fingers on the strings made varied bounds, at intervals came the high or low sounds; as if bigger or smaller pearls precious, were droping onto the jade plate curious.",Cáo cáo qièqiè cuòzá dàn, dà zhū xiǎo zhū luò yù pán.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,,
137,qīliáng,凄凉,淒涼,100,PR,EVALUATION,miserable,#tshej~*ljang,P~P,DIFF,1.孤寂冷落。 2.悲凉。 3.犹凄惨。,1. Lonely, cold. 2. Desolate. 3. Miserable.,PSYCHO,PSYCHO,《唐韻》七稽切《集韻》《韻會》千西切《正韻》此西切，音妻。 + 《唐韻》《集韻》《韻會》呂張切，音良。,Liu Yuxi,劉禹錫,772,842,中山,定州市,洛陽,蜀先主廟,,5 12,淒涼蜀故妓，來舞魏宮前。,"Who surrendered, thus causing Shu's former beauties; their tragic lot to dance in Wei's royal palace.",Qīliáng shǔ gù jì, lái wǔ wèi gōngqián.,222,五言律诗,http://zh.wikisource.org/wiki/%E8%9C%80%E5%85%88%E4%B8%BB%E5%BB%9F,,,,,,,
45,qīngqīng,青青,青青,31,PR,VISUAL,bluegreen,*tsheng~tsheng,P~P,RED,1.形容颜色很青。2.借指杨柳。3.浓黑貌。4.形容年纪很轻。 5.形容久盛不衰。,1. Very blue-greenish colour. 2. Willow. 3. Dark blackish. 4. Young age. 5. Longliving.,PHENO,PHENO,《唐韻》《集韻》《韻會》倉經切，音鶄。,Li Bai,李白,701,762,綿州,省江油市,托克马克,夢遊天姥吟留別,,6 23,雲青青兮欲雨，水澹澹兮生煙。,"It looks like rain, so densely are the clouds clustering; o'er the rippling limpid water, mist is gathering.",Yún qīngqīng xī yù yǔ, shuǐ dàn dàn xī shēng yān.,64,七言古诗,http://zh.wikisource.org/wiki/%E5%A4%A2%E9%81%8A%E5%A4%A9%E5%A7%A5%E5%90%9F%E7%95%99%E5%88%A5,,,,,,,,
202,qīngqīng,青青,青青,150,BG,VISUAL,green,*tsheng~tsheng,P~P,RED,1.形容颜色很青。2.借指杨柳。3.浓黑貌。4.形容年纪很轻。 5.形容久盛不衰。,1. Very blue-greenish colour. 2. Willow. 3. Dark blackish. 4. Young age. 5. Longliving.,PHENO,PHENO,《唐韻》《集韻》《韻會》倉經切，音鶄。,Wang Wei,王維,699,759,祁县,祁县,永济市,渭城曲,,7 34,渭城朝雨浥輕塵，客舍青青柳色新。,"Morning rains in Wei City clean the dust off the pathway; near the tavern, willows are fresh with luxuriant green.",Wèichéng cháo yǔ yì qīng chén, kè shě qīngqīng liǔsè xīn.,348,乐府,http://zh.wikisource.org/wiki/%E6%B8%AD%E5%9F%8E%E6%9B%B2,,,,,,,,
201,qīqī,x,萋萋,149,PR,VISUAL,flourishing,#tshej~tshej,P~P,RED,1.草木茂盛貌。2.云行弥漫貌。3.华丽貌。 4.衰飒貌。 ,1. Plants flourishing. 2. Full of moving clouds. 3. Gorgeous. 4. Mourn.,PHENO,PHENO,《唐韻》七稽切《韻會》千西切，音妻。,Anoniem,無名,NA,NA,NA,NA,NA,雜詩,NA,7 67,盡寒食雨草萋萋，著麥苗風柳映堤。,"In the rain near Cold Food Day, luxuriantly grass grows; young wheat waves in the wind, while on the lakeside sway willows.",Jǐn hánshí yǔ cǎo qī qī,zhe màimiáo fēng liǔ yìng dī.,346,七言绝句,http://zh.wikisource.org/wiki/%E9%9B%9C%E8%A9%A9_(%E7%84%A1%E5%90%8D%E6%B0%8F),,,,,,,,
98,qīqī,凄凄,淒淒,71,S,SOUND+EVALUATION,sad,#tshej~tshej,P~P,RED,1.悲伤貌；凄凉貌。2.饥病貌。3.云兴起貌。4.寒凉貌。5.水下滴貌；水流貌。6.沾湿貌。7.草木盛貌。 8.象声词。9.萋萋。茂盛貌。,1. Sad, desolate. 2. Hungry and diseased. 3. Clouds rising up. 4. Cold. 5. Water dripping down, flowing. 6. Wet. 7. Plants flourishing. 8. Onomatopoeia. 9. Lush.,PHONO,PHOPHE,《唐韻》七稽切《集韻》《韻會》千西切《正韻》此西切，音妻。,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 12,淒淒不似向前聲，滿座重聞皆掩泣。,"They produced such mournful sounds different, from those they had so far before forth sent; that all those who heard the pipa played again, covered their faces and couldn't their tears restrain.",Qī qī bù shì xiàng qián shēng, mǎnzuò zhòng wén jiē yǎn qì.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,
139,qīqī,萋萋,萋萋,102,PR,COGNITIVE_STATE,mourn,#tshej~tshej,P~P,RED,1.草木茂盛貌。2.云行弥漫貌。3.华丽貌。 4.衰飒貌。 ,1. Plants flourishing. 2. Full of moving clouds. 3. Gorgeous. 4. Mourn.,PHENO,PHENO,《唐韻》七稽切《韻會》千西切，音妻。,Bai Juyi,白居易,772,846,太原,太原市,新郑,賦得古原草送別,,5 12,又送王孫去，萋萋滿別情。,"Once more I see off a noble's descedant; at parting, it gives us a heart laden.",Yòu sòng wángsūn qù, qī qī mǎn bié qíng.,224,五言律诗,http://zh.wikisource.org/wiki/%E8%B3%A6%E5%BE%97%E5%8F%A4%E5%8E%9F%E8%8D%89%E9%80%81%E5%88%A5,,,,,,,,
151,qīqī,萋萋,萋萋,111,PR,VISUAL,flourishing,#tshej~tshej,P~P,RED,1.草木茂盛貌。2.云行弥漫貌。3.华丽貌。 4.衰飒貌。 ,1. Plants flourishing. 2. Full of moving clouds. 3. Gorgeous. 4. Mourn.,PHENO,PHENO,《唐韻》七稽切《韻會》千西切，音妻。,Cui Hao,崔顥,704,754,汴州,开封,,黃鶴樓,,7 34,晴川歷歷漢陽樹，芳草萋萋鸚鵡洲。,"Along the sunny river, the Hanyang trees are seen; over the Parrot Islet, grow grasses thick and green.",Qíng chuān lìlì hànyáng shù, fāng cǎo qī qī yīngwǔ zhōu.,243,七言律诗,http://zh.wikisource.org/wiki/%E9%BB%83%E9%B6%B4%E6%A8%93,,,,,,,,
172,qīqī,凄凄,淒淒,127,PR,VISUAL+INNER_FEELINGS,desolate,#tshej~tshej,P~P,RED,1.悲伤貌；凄凉貌。2.饥病貌。3.云兴起貌。4.寒凉貌。5.水下滴貌；水流貌。6.沾湿貌。7.草木盛貌。 8.象声词。9.萋萋。茂盛貌。,1. Sad, desolate. 2. Hungry and diseased. 3. Clouds rising up. 4. Cold. 5. Water dripping down, flowing. 6. Wet. 7. Plants flourishing. 8. Onomatopoeia. 9. Lush.,PHENO,PHENO,《唐韻》七稽切《集韻》《韻會》千西切《正韻》此西切，音妻。,Han Hong,韓翃,ca. 750,ca. 750,南陽,南陽,,同題仙遊觀,,7 34,仙臺初見五城樓，風物淒淒宿雨收。,"The fairy temple with its five tall towers begins to appear; after a long rain, which makes the landscap so desolate and drear.",Xiān tái chūjiàn wǔ chénglóu, fēngwù qī qī sù yǔ shōu.,273,七言律诗,http://zh.wikisource.org/wiki/%E5%90%8C%E9%A1%8C%E4%BB%99%E9%81%8A%E8%A7%80,,,,,,
115,qīqī,凄凄,淒淒,81,PR,TEMPERATURE,cold,#tshej~tshej,P~P,RED,1.悲伤貌；凄凉貌。2.饥病貌。3.云兴起貌。4.寒凉貌。5.水下滴貌；水流貌。6.沾湿貌。7.草木盛貌。 8.象声词。9.萋萋。茂盛貌。,1. Sad, desolate. 2. Hungry and diseased. 3. Clouds rising up. 4. Cold. 5. Water dripping down, flowing. 6. Wet. 7. Plants flourishing. 8. Onomatopoeia. 9. Lush.,PHONO,PHOPHE,《唐韻》七稽切《集韻》《韻會》千西切《正韻》此西切，音妻。,Li Bai,李白,701,762,綿州,省江油市,托克马克,長相思之一,,5 34,微霜淒淒簟色寒，孤燈不明思欲絕。,Autumn crickets are chirping round rails shining like gold; and chilly light frost makes the bamboo mat feel cold.,Wēi shuāng qī qī diàn sè hán, gū dēng bùmíng sī yù jué.,139,乐府,http://zh.wikisource.org/wiki/%E9%95%B7%E7%9B%B8%E6%80%9D_(%E9%95%B7%E7%9B%B8%E6%80%9D%E5%9C%A8%E9%95%B7%E5%AE%89),,,,,,
123,qīqī,栖栖,棲棲,87,PR,MOVEMENT,busy,*sej~sej,P~P,RED,亦作“栖栖”。 1.忙碌不安貌。2.孤寂零落貌。,1. Busy, uneasy. 2. Lonely, scattered.,PHENO,PHEPSY,《唐韻》先稽切《集韻》《韻會》《正韻》先齊切，音西。,Li Longji,李隆基（唐玄宗）,685,762,洛陽,洛陽,,經鄒魯祭孔子而歎之,,5 12,夫子何爲者，栖栖一代中。,"For what indeed, my Master, did you strive; so hard and unceasingly all your life?",Fūzǐ hé wèi zhě, qī qī yīdài zhōng.,162,五言律诗,http://zh.wikisource.org/wiki/%E7%B6%93%E9%84%92%E9%AD%AF%E7%A5%AD%E5%AD%94%E5%AD%90%E8%80%8C%E6%AD%8E%E4%B9%8B,,,,,,
21,qīqī,凄凄,悽悽,16,AD,INNER_FEELINGS,sad,#tshej~tshej,P~P,RED,1.悲伤貌；凄凉貌。2.饥病貌。3.云兴起貌。4.寒凉貌。5.水下滴貌；水流貌。6.沾湿貌。7.草木盛貌。 8.象声词。9.萋萋。茂盛貌。,1. Sad, desolate. 2. Hungry and diseased. 3. Clouds rising up. 4. Cold. 5. Water dripping down, flowing. 6. Wet. 7. Plants flourishing. 8. Onomatopoeia. 9. Lush.,PSYCHO,PHEPSY,《唐韻》七稽切《集韻》《韻會》千西切《正韻》此西切，音妻。,Wei Yingwu,韋應物,737,792,京兆,西安,,初發揚子寄元大校書,,5 12,悽悽去親愛，泛泛入煙霧。,Sadly to my dear freind I said good-bye; and into the vast mist my boat passed by.,Qī qī qù qīn'ài, fànfàn rù yānwù.,34,五言古诗,http://zh.wikisource.org/wiki/%E5%88%9D%E7%99%BC%E6%8F%9A%E5%AD%90%E5%AF%84%E5%85%83%E5%A4%A7%E6%A0%A1%E6%9B%B8,,,,,,
27,qīqī,戚戚,慼慼,19,PR,INNER_FEELINGS,sad,*tshek~tshek,R~R,RED,1.相亲貌。2.忧惧貌；忧伤貌。3.心动貌。4.低语声。,1. Dear to each other. 2. Worried, sad. 3. With a racing heart. 4. In a low voice.,PSYCHO,PHOPSY,《廣韻》《集韻》《韻會》倉歷切，音磩。,Wei Yingwu,韋應物,737,792,京兆,西安,,送楊氏女,,5 45,永日方慼慼，出門復悠悠。,"These days to grieve for you I never cease; Now you're leaving, the more my cares increase.",Yǒng rì fāng qī qī, chūmén fù yōuyōu.,39,五言古诗,http://zh.wikisource.org/wiki/%E9%80%81%E6%A5%8A%E6%B0%8F%E5%A5%B3,,,,,,,
15,rǎnrǎn,苒苒,苒苒,12,AD,TIME,gradual,#nyemX~nyemX,S~S,RED,1.草盛貌。 2.柔弱貌；柔和貌。 3.幽蔚貌。 4.犹渐渐。,1. Abundance of grass. 2. Delicate, soft. 3. Deeply colourful. 4. Gradually.,PHENO,PHENO,《唐韻》《集韻》《類篇》而琰切，音冉。,Wang Changling,王昌齡,698,756,京兆,西安,太原,同從弟南齋翫月憶山陰崔少府,,5 12,苒苒幾盈虛，澄澄變今古。,"Endless time passes by as it waxes and wanes; The past's changed to the present, but chaste it remains.",Rǎn rǎn jǐ yíng xū, chéng chéng biàn jīn gǔ.,23,五言古诗,http://zh.wikisource.org/wiki/%E5%90%8C%E5%BE%9E%E5%BC%9F%E5%8D%97%E9%BD%8B%E7%BF%AB%E6%9C%88%E6%86%B6%E5%B1%B1%E9%99%B0%E5%B4%94%E5%B0%91%E5%BA%9C,,,,,,,
17,róngróng,溶溶,溶溶,13,AD,MOVEMENT,slow,#yowng~yowng,P~P,RED,1.水流盛大貌。2.宽广貌。3.盛多貌。 4.明净洁白貌。5.和暖。 6.缓慢。,1. A lot of water flowing. 2. Broad. 3. Numerous. 4. Bright. 5. Pleasantly warm. 6. Slow.,PHENO,PHENO,《唐韻》《集韻》《韻會》餘封切，音容。,Qi Wuqian,綦毋潛,692,755,荊南,江陵市,,春泛若耶溪,,5 45,潭煙飛溶溶，林月低向後。,"Over the pool, the mist spreads vast and gross; The low moon o'er trees its light backward throws.",Tán yān fēi róngróng, lín yuè dī xiànghòu.,26,五言古诗,http://zh.wikisource.org/wiki/%E6%98%A5%E6%B3%9B%E8%8B%A5%E8%80%B6%E6%BA%AA,,,,,,,,
99,rúrǎn,濡染,濡染,72,UT,WETNESS,soak,*nyu-*nyen,P-P,ALLIT,1.沾染；受熏陶。2.谓描绘和表现。3.浸湿。,1. Contaminated. 2. What is described and performed. 3. Soak.,,,,Li Shangyin,李商隱,813,858,河內,临洮县,鄭州,韓碑,,7 12,公退齋戒坐小閣，濡染大筆何淋漓。,"Yu retired, fasted, bathed and sat in a small cabinet; how fully soaked in ink his large writing bush he let.",Gōng tuì zhāijiè zuò xiǎo gé, rúrǎn dà bǐ hé línlí.,123,七言古诗,http://zh.wikisource.org/wiki/%E9%9F%93%E7%A2%91,,,,,,,,
36,sàsà,飒飒,颯颯,25,PR,MOVEMENT,rapid,#sop~sop,R~R,RED,1.象声词形容风吹动树木枝叶等的声音。2.衰老貌。3.疾速貌。,1. The sound of wind blowing through trees and moving its leaves and branches (onom.). 2. Receding. 3. Rapid.,PHENO,PHOPHE,《唐韻》蘇合切《集韻》《韻會》《正韻》悉合切，音趿。,Li Qi,李頎,690,751,赵郡,赵县市,登封,聽董大彈胡笳聲兼寄語弄房給事,,7 34,迸泉颯颯飛木末，野鹿呦呦走堂下。,"On the trees' farthest parts, gushing fountain sprays fall; wild deer cry and run along the foot of the hall.",Bèng quán sàsà fēi mù mò, yě lù yōuyōu zǒu táng xià.,58,七言古诗,http://zh.wikisource.org/wiki/%E8%81%BD%E8%91%A3%E5%A4%A7%E5%BD%88%E8%83%A1%E7%AC%B3%E8%81%B2%E5%85%BC%E5%AF%84%E8%AA%9E%E5%BC%84%E6%88%BF%E7%B5%A6%E4%BA%8B,,,,,,,,
178,sàsà,飒飒,颯颯,133,PR,SOUND,wind sound,#sop~sop,R~R,RED,1.象声词。2.衰老貌。3.疾速貌。,1. The sound of wind blowing through trees and moving its leaves and branches (onom.). 2. Receding. 3. Rapid.,PHONO,PHOPHE,《唐韻》蘇合切《集韻》《韻會》《正韻》悉合切，音趿。,Li Shangyin,李商隱,813,858,河內,临洮县,鄭州,無題之二,,7 12,颯颯東風細雨來，芙蓉塘外有輕雷。,Along with drizzling rains are soughing the eastern winds swift; beyond the Hibiscus Pond is heard the fain thundering sound.,Sàsà dōngfēng xì yǔ lái, fúróng táng wài yǒu qīng léi.,286,七言律诗,http://zh.wikisource.org/wiki/%E7%84%A1%E9%A1%8C_(%E9%A2%AF%E9%A2%AF%E6%9D%B1%E9%A2%A8%E7%B4%B0%E9%9B%A8%E4%BE%86),,,,,,,,
161,sēnsēn,森森,森森,119,PR,VISUAL,dense wood,*srim~srim,P~P,RED,1.树木繁密貌。 2.指茂密的树木或其浓荫。 3.众多貌。 4.丰满修长貌。 5.蔚然兴盛貌。 6.高耸貌。7.幽暗貌。 8.昏沉貌；昏乱貌。9.凉貌；寒冷貌。10.威严可畏貌。11.战栗貌。12.严谨有序貌。 13.味道纯正浓郁。,1. Dense vegetation. 2. Densely covered trees or their shadow. 3. Numerous. 4. Full and fulgrown. 5. Luxuriant flourishing. 6. Towering. 7. Dim. 8. Dazed, murky. 9. Cold. 10. Majestic, impressive. 11. Trembling. 12. Strict and orderly. 13. With a strong and full flavour.,PHENO,PHENO,廣韻》所令切《集韻》《韻會》《正韻》疏簪切，音參。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,蜀相,,7 67,丞相祠堂何處尋，錦官城外柏森森。,Where can we find the old temple of the Prime Minister?; it lies outside of Jinguan under the tall cypress trees.,Chéngxiàng cítáng hé chù xún, jǐn guān chéng wài bǎi sēnsēn.,255,七言律诗,http://zh.wikisource.org/wiki/%E8%9C%80%E7%9B%B8,,,,,,
87,sèsè,瑟瑟,瑟瑟,64,PR,TEMPERATURE,cold,*srit~srit,R~R,RED,1.碧色宝石。2.指碧绿色。 3.象声词。形容风声或其他轻微的声音 4.寒凉貌。 5.萧索貌；寂寥貌。6.形容发抖的样子。7. 辽 代祈雨射柳的仪礼。,1. Greenish gem. 2. Green. 3. Softly blowing of the wind or similar things (onom.). 4. Cold. 5. Desolate. 6. Shivering. 7. Willow breaking ceremony for rain (Liao dyn.),PHENO,PHOPHE,《唐韻》所櫛切《集韻》《韻會》《正韻》色櫛切，音璱。,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 67,潯陽江頭夜送客，楓葉荻花秋瑟瑟。,"To Xunyang Riverside I had to wend, one night, for I was to see off a friend; maple leaves and reed flowers could oft be seen, so bleak and chilly the autumn had been.",Xúnyáng jiāngtóu yè sòng kè, fēngyè dí huā qiū sèsè.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,,
