NUMBER,TRAD,SIMPL,PINYIN,SEMANTIC,FORM-CHAR,Old-Chinese,FORM-MECH,TITLE,PoemGroup,LINE,TRANSLATION,ZDIC,RICCI,,,,,
60,綢繆,绸缪,chóumóu,MOVEMENT+VISUAL,AB,*[d]riw *m(r)iw,RHYME,綢 繆,GuoFeng,綢繆束薪、三星在天。,Round and round the firewood is bound; And the Three Stars appear in the sky.,1. 親密、纏綿。近繾綣、纏綿. 文選．李陵．與蘇武詩三首之二：「獨有盈觴酒，與子結綢繆。」清．龔自珍．浪淘沙．好夢最難留詞：「中有話綢繆，燈火簾鉤，是仙是幻是溫柔。」2. 纏縛。引申為修補，使之堅固。詩經．豳風．鴟鴞：「徹彼桑土，綢繆牖戶。」花朵稠密的樣子。文選．左思．吳都賦：「榮色雜糅，綢繆縟繡。」,"1. Liés ensemble (comme les brins d’un fagot); (p. ext.) unis par des liens (d’amitié, de mariage, de relations, etc.). 2. Renforcer; consolider; assujettir avec un lien. 3. Aux dessins multicolores et entrelacés. 4. Cordon (d’un habit). 5. Complications (du monde extérieur); ce qui est mystérieux et intriqué. 6. S’enchaîner. Continu; ininterrompu; interminable. 7. Préparer d’avance.",,,,,
61,綢繆,绸缪,chóumóu,MOVEMENT+VISUAL,AB,*[d]riw *m(r)iw,RHYME,綢 繆,GuoFeng,綢繆束芻、三星在隅。,Round and round the firewood is bound; And the Three Stars are seen from the corner.,1. 親密、纏綿。近繾綣、纏綿. 文選．李陵．與蘇武詩三首之二：「獨有盈觴酒，與子結綢繆。」清．龔自珍．浪淘沙．好夢最難留詞：「中有話綢繆，燈火簾鉤，是仙是幻是溫柔。」2. 纏縛。引申為修補，使之堅固。詩經．豳風．鴟鴞：「徹彼桑土，綢繆牖戶。」花朵稠密的樣子。文選．左思．吳都賦：「榮色雜糅，綢繆縟繡。」,"1. Liés ensemble (comme les brins d’un fagot); (p. ext.) unis par des liens (d’amitié, de mariage, de relations, etc.). 2. Renforcer; consolider; assujettir avec un lien. 3. Aux dessins multicolores et entrelacés. 4. Cordon (d’un habit). 5. Complications (du monde extérieur); ce qui est mystérieux et intriqué. 6. S’enchaîner. Continu; ininterrompu; interminable. 7. Préparer d’avance.",,,,,
62,綢繆,绸缪,chóumóu,MOVEMENT+VISUAL,AB,*[d]riw *m(r)iw,RHYME,綢 繆,GuoFeng,綢繆束楚、三星在戶。,Round and round the firewood is bound; And the Three Stars are seen from the door.,1. 親密、纏綿。近繾綣、纏綿. 文選．李陵．與蘇武詩三首之二：「獨有盈觴酒，與子結綢繆。」清．龔自珍．浪淘沙．好夢最難留詞：「中有話綢繆，燈火簾鉤，是仙是幻是溫柔。」2. 纏縛。引申為修補，使之堅固。詩經．豳風．鴟鴞：「徹彼桑土，綢繆牖戶。」花朵稠密的樣子。文選．左思．吳都賦：「榮色雜糅，綢繆縟繡。」,"1. Liés ensemble (comme les brins d’un fagot); (p. ext.) unis par des liens (d’amitié, de mariage, de relations, etc.). 2. Renforcer; consolider; assujettir avec un lien. 3. Aux dessins multicolores et entrelacés. 4. Cordon (d’un habit). 5. Complications (du monde extérieur); ce qui est mystérieux et intriqué. 6. S’enchaîner. Continu; ininterrompu; interminable. 7. Préparer d’avance.",,,,,
63,綢繆,绸缪,chóumóu,MOVEMENT+VISUAL,AB,*[d]riw *m(r)iw,RHYME,鴟 鴞,GuoFeng,徹彼桑土、綢繆牖戶。,Round and round the firewood is bound; And the Three Stars are seen from the door.,1. 親密、纏綿。近繾綣、纏綿. 文選．李陵．與蘇武詩三首之二：「獨有盈觴酒，與子結綢繆。」清．龔自珍．浪淘沙．好夢最難留詞：「中有話綢繆，燈火簾鉤，是仙是幻是溫柔。」2. 纏縛。引申為修補，使之堅固。詩經．豳風．鴟鴞：「徹彼桑土，綢繆牖戶。」花朵稠密的樣子。文選．左思．吳都賦：「榮色雜糅，綢繆縟繡。」,"1. Liés ensemble (comme les brins d’un fagot); (p. ext.) unis par des liens (d’amitié, de mariage, de relations, etc.). 2. Renforcer; consolider; assujettir avec un lien. 3. Aux dessins multicolores et entrelacés. 4. Cordon (d’un habit). 5. Complications (du monde extérieur); ce qui est mystérieux et intriqué. 6. S’enchaîner. Continu; ininterrompu; interminable. 7. Préparer d’avance.",,,,,
64,倉兄 chuànghua3ng,仓兄 chuànghua3ng,chuànghua3ng,FEELING,AB,*[tsʰ]ˤaŋ *m̥raŋ,RHYME,桑 柔,DaYa,不殄心憂、倉兄填兮。,Is an unceasing sorrow to my heart; My commiseration fills [my breast].,sadness,,,,,,
66,楚楚,楚楚,chǔchǔ,VISUAL,AA,,REDUPLICATION,楚 茨,XiaoYa,楚楚者茨、言抽其棘。,Thick grew the tribulus [on the ground], But they cleared away its thorny bushes.,1. 鮮明的樣子。2. 叢密繁盛的樣子。 3. 形容姿態嬌豔動人。4. 形容卓越出眾。5. 悽苦的樣子。,,,,,
65,楚楚,楚楚,chǔchǔ,VISUAL,AA,,REDUPLICATION,蜉 蝣,GuoFeng,蜉蝣之羽、衣裳楚楚。,The wings of the ephemera, Are robes, bright and splendid.,1. 鮮明的樣子。2. 叢密繁盛的樣子。 3. 形容姿態嬌豔動人。4. 形容卓越出眾。5. 悽苦的樣子。,,,,
67,綽綽,绰绰,chuò chuò,EVALUATION,AA,,REDUPLICATION,角 弓,XiaoYa,此令兄弟、綽綽有裕。,"Those brothers who are good, Continue to display much generous feeling;",,Abondant; surabondant; opulent; généreux.,,,,,
68,惙惙,惙惙,chuò chuò,FEELING,AA,,REDUPLICATION,草 蟲,GuoFeng,未見君子、憂心惙惙。,While I do not see my lord, My sorrowful heart is very sad.,非常憂愁的樣子。詩經．召南．草蟲：「未見君子，憂心惙惙。」淮南子．原道：「是故其為懽不忻忻，其為悲不惙惙。」,Tristement; avec inquiétude; avec tristesse.,,,,
69,佌佌,佌佌,cǐ cǐ,VISUAL,AA,,REDUPLICATION,正 月,XiaoYa,佌佌彼有屋、蔌蔌方有穀。,"Mean-like, those have their houses; Abjects, they will have their emoluments.",小的樣子。詩經．小雅．正月：「佌佌彼有屋，蔌蔌方有穀。」,,,,,,
758,蹙蹙,蹙蹙,cù cù,EVALUATION,AA,,REDUPLICATION,節 南 山,XiaoYa,我瞻四方、蹙蹙靡所騁。,I look to the four quarters [of the kingdom]; Distress is everywhere; there is nowhere I can drive to.,,,,,,,
70,踧踧,踧踧,cù cù,VISUAL,AA,,REDUPLICATION,小 弁,XiaoYa,踧踧周道、鞫為茂草。,The way to Zhou should be level and easy, But it is all overgrown with rank grass.,行走平易。詩經．小雅．小弁：「踧踧周道，鞫為茂草。」,1. Respectueux. 2. Effrayé; terrifié; inquiet.,,,,
71,崔崔,崔崔,cuī cuī,VISUAL,AA,,REDUPLICATION,南 山,GuoFeng,南山崔崔、雄狐綏綏。,High and large is the south hill, And a male fox is on it, solitary and suspicious.,高大的樣子。,,,,
73,崔嵬,崔嵬,cuīwéi,VISUAL,AA,,REDUPLICATION,谷 風,GuoFeng,習習谷風、維山崔嵬。,Gently blows the east wind; And on the rock-covered tops of the hills.,1. 崎嶇不平的山。亦泛指高山。詩經．周南．卷耳：「陟彼崔嵬，我馬虺隤。」宋．辛棄疾．泌園春．有美人兮詞：「覺來西望崔嵬，更上有青楓下有溪。」2. 高峻、高大的樣子。亦作「磪嵬」。唐．李白．蜀道難：「劍閣崢嶸而崔嵬，一夫當關，萬夫莫開。」唐．杜甫．古柏行：「崔嵬枝幹郊原古，窈窕丹青戶牖空。」3.比喻心中不平。宋．黃庭堅．次韻子贍武昌西山詩：「平生四海蘇太史，酒澆不下胸崔嵬。」,1. Sommet rocailleux; haute montagne; sommet. 2. Haut; élevé. 3. Illustre; éclatant; grandiose. 4. Indignation; mécontentement; ressentiment.,,,,,
72,崔嵬,崔嵬,cuīwéi,VISUAL,AA,,REDUPLICATION,卷 耳,GuoFeng,陟彼崔嵬、我馬虺隤。,I was ascending that rock-covered height, But my horses were too tired to breast it.,1. 崎嶇不平的山。亦泛指高山。詩經．周南．卷耳：「陟彼崔嵬，我馬虺隤。」宋．辛棄疾．泌園春．有美人兮詞：「覺來西望崔嵬，更上有青楓下有溪。」2. 高峻、高大的樣子。亦作「磪嵬」。唐．李白．蜀道難：「劍閣崢嶸而崔嵬，一夫當關，萬夫莫開。」唐．杜甫．古柏行：「崔嵬枝幹郊原古，窈窕丹青戶牖空。」3.比喻心中不平。宋．黃庭堅．次韻子贍武昌西山詩：「平生四海蘇太史，酒澆不下胸崔嵬。」,1. Sommet rocailleux; haute montagne; sommet. 2. Haut; élevé. 3. Illustre; éclatant; grandiose. 4. Indignation; mécontentement; ressentiment.,,,,
746,怛怛,怛怛,dá dá,FEELING,AA,,REDUPLICATION,甫 田,GuoFeng,無思遠人、勞心怛怛。,Do not think of winning people far away; Your toiling heart will be distressed.,憂勞。詩經．齊風．甫田：「無思遠人，勞心怛怛。」,,,,,,
74,旦旦,旦旦,dàn dàn,EVALUATION,AA,,REDUPLICATION,氓,GuoFeng,信誓旦旦、不思其反。,Clearly were we sworn to good faith, And I did not think the engagement would be broken.,1. 天天。孟子．告子上：「雖存乎人者，豈無仁義之心哉，其所以放其良心者，亦猶斧斤之於木也，旦旦而伐之，可為美乎？」清．彭端淑．為學一首示子姪：「旦旦而學之，久而不怠焉，迄乎成而亦不知其昏與庸也。」2. 誠懇的樣子。詩經．衛風．氓：「總角之宴，言笑晏晏，信誓旦旦。」,,,,,
75,蕩蕩,荡荡,dàng dàng,EVALUATION,AA,,REDUPLICATION,蕩,DaYa,蕩蕩上帝、下民之辟。,How vast is God, The ruler of men below!,1. 廣大。論語．泰伯：「蕩蕩乎民無能名焉，巍巍乎其有成功也。」2.平坦、平易。漢書．卷六十五．東方朔傳：「不偏不黨，王道蕩蕩。」3. 法度廢壞的樣子。詩經．大雅．蕩：「蕩蕩上帝，下民之辟。」,,,,,
744,忉忉,忉忉,dāo dāo,FEELING,AA,,REDUPLICATION,甫 田,GuoFeng,無思遠人、勞心忉忉。,Do not think of winning people far away; Your toiling heart will be grieved.,憂心的樣子。詩經．齊風．甫田：「無思遠人，勞心忉忉。」,,,,,,
750,忉忉,忉忉,dāo dāo,FEELING,AA,,REDUPLICATION,防 有 鵲 巢 ,GuoFeng,誰侜予美、心焉忉忉。,Who has been imposing on the object of my admiration? - My heart is full of sorrow.,憂心的樣子。詩經．齊風．甫田：「無思遠人，勞心忉忉。」,,,,,,
76,登登,登登,dēng dēng,SOUND,AA,,REDUPLICATION,緜,DaYa,築之登登、削屢馮馮、,"They beat it with responsive blows; They pared the walls repeatedly, and they sounded strong.",狀聲詞：(1)​ 形容築牆用力相應的聲音 (2)​ 形容打碑的聲音,,,,,,
77,滌滌,涤涤,dí dí,VISUAL,AA,,REDUPLICATION,雲 漢,DaYa,旱既大甚、滌滌山川。,"The drought is excessive; Parched are the hills, and the streams are dried.",形容草枯水干,山川荡然无存的样子,,,,,
78,棣棣,棣棣,dì dì,EVALUATION,AA,,REDUPLICATION,柏 舟,GuoFeng,威儀棣棣、不可選也。,My deportment has been dignified and good, With nothing wrong which can be pointed out.,富盛而熟習的樣子。,,,,,
79,峨峨/峩峩,峨峨/峩峩,é é,EVALUATION,AA,,REDUPLICATION,棫 樸,DaYa,奉璋峩峩。髦士攸宜。,They bore their instruments with solemn gravity, As beseemed such eminent officers.,1. 高聳的樣子。文選．司馬相如．上林賦：「九嵕巀嶭，南山峨峨。」2.容儀壯盛的樣子。詩經．大雅．棫樸：「奉璋峨峨，髦士攸宜。」3.美好的樣子。文選．宋玉．神女賦：「其狀峨峨，何可極言。」,,,,,
80,猗儺,猗傩,ē nuó,VISUAL,AB,*q(r)ajʔ *nˤarʔ,DIFFERENT,隰 有 萇 楚,GuoFeng,隰有萇楚、猗儺其枝。,"In the low wet grouds is the carambola tree; Soft and pliant are its branches,",柔順的樣子。,,,,,,
81,猗儺,猗傩,ē nuó,VISUAL,AB,*q(r)ajʔ *nˤarʔ,DIFFERENT,隰 有 萇 楚,GuoFeng,隰有萇楚、猗儺其華。,"In the low wet grouds is the carambola tree; Soft and delicate are its flowers,",柔順的樣子。,,,,,,
82,猗儺,猗傩,ē nuó,VISUAL,AB,*q(r)ajʔ *nˤarʔ,DIFFERENT,隰 有 萇 楚,GuoFeng,隰有萇楚、猗儺其實。,"In the low wet grouds is the carambola tree; Soft and delicate is its fruit,",柔順的樣子。,,,,,,
83,耳耳,耳耳,ěr ěr,VISUAL,AA,,REDUPLICATION,閟 宮,LuSong,龍旂承祀、六轡耳耳。,With dragon-emblazoned banner attends the sacrifices, His six reins soft and pliant.,1. 爾爾，盛多的樣子。詩經．魯頌．閟宮：「龍旂承祀，六轡耳耳。」2. 挺立的樣子。宋．梅堯臣．得餘干李尉書錄示唐人于越亭詩因以寄題：「南斗戛湖波不起，長刀峰碧耳耳。」3. 不滿足的語詞，相當於如此、而已。如：「素聞他膽識過人，今見不過耳耳。」,,,,,
84,茷茷,茷茷,fá fá,MOVEMENT+VISUAL,AA,,REDUPLICATION,泮 水,LuSong,其旂茷茷、鸞聲噦噦。,His banner waves in the wind, And the bells of his horses tinkle harmoniously.,整齊有法度的樣子。詩經．魯頌．泮水：「其旂茷茷，鸞聲噦噦。」,,,,,
86,發發 bō bō,发发 bō bō,fā fā,SOUND+MOVEMENT,AA,,REDUPLICATION,四 月,XiaoYa,冬日烈烈、飄風發發。,The winter days are very fierce, And the storm blows in rapid gusts.,風吹強烈、急速的樣子。亦作「弗弗」。 詩經．小雅．蓼莪：「南山烈烈，飄風發發。」,Ds 發發 bō bō 1. Bruit d’un vent violent, de rafales répétées. 2. Bruit d’un grand nombre de poissons pris ds les filets et donnant des coups de queue.,,,
85,發發 bō bō,发发 bō bō,fā fā,SOUND+MOVEMENT,AA,,REDUPLICATION,蓼 莪,XiaoYa,南山烈烈、飄風發發。,Cold and bleak is the Southern hill; The rushing wind is very fierce.,風吹強烈、急速的樣子。亦作「弗弗」。 詩經．小雅．蓼莪：「南山烈烈，飄風發發。」,Ds 發發 bō bō 1. Bruit d’un vent violent, de rafales répétées. 2. Bruit d’un grand nombre de poissons pris ds les filets et donnant des coups de queue.,,,,
87,發發 bō bō,发发 bō bō,fā fā,VISUAL,AA,,REDUPLICATION,碩 人,GuoFeng,施罛濊濊、鱣鮪發發、葭菼揭揭。,The nets are dropt into them with a plashing sound, Among shoals of sturgeon, large and small, While the rushes and sedges are rank about.,風吹強烈、急速的樣子。亦作「弗弗」。 詩經．小雅．蓼莪：「南山烈烈，飄風發發。」,Ds 發發 bō bō 1. Bruit d’un vent violent, de rafales répétées. 2. Bruit d’un grand nombre de poissons pris ds les filets et donnant des coups de queue.,
88,反反,反反,fǎn fǎn,EVALUATION,AA,,REDUPLICATION,執 競,ZhouSong,降福簡簡、威儀反反。,Blessing is sent down in large measure; Careful and exact is all our deportment;,態度莊重的樣子。 詩經．周頌．執競：「威儀反反，既醉既飽，福祿來反。」 詩經．小雅．賓之初筵：「其未醉止，威儀反反。」,《詩 Shi》Ds 反反 fàn fàn Convenable; décent; selon les règles.《荀 Xun》⇒ 2365 販 fàn Acheter et revendre; faire commerce.,,,,,
89,反反,反反,fǎn fǎn,EVALUATION,AA,,REDUPLICATION,賓 之 初 筵,XiaoYa,其未醉止、威儀反反。,"Before they have drunk too much, Their deportment is carefully observant of propriety;",態度莊重的樣子。 詩經．周頌．執競：「威儀反反，既醉既飽，福祿來反。」 詩經．小雅．賓之初筵：「其未醉止，威儀反反。」,《詩 Shi》Ds 反反 fàn fàn Convenable; décent; selon les règles.《荀 Xun》⇒ 2365 販 fàn Acheter et revendre; faire commerce.,,,,,
90,幡幡,幡幡,fān fān,EVALUATION,AA,,REDUPLICATION,賓 之 初 筵,XiaoYa,曰既醉止、威儀幡幡。,But when they have drunk too much, Their deportment becomes light and frivolous:,1. 往來的樣子。亦作「翩翩」。 詩經．小雅．巷伯：「捷捷幡幡，謀欲譖言，豈不爾受，既其女遷。」 2. 失去威儀的樣子。 詩經．小雅．賓之初筵：「其未醉止，威儀反反，曰既醉止，威儀幡幡。」3. 樹葉翻動的樣子。 詩經．小雅．瓠葉：「幡幡瓠葉，采之亨之，君子有酒，酌言嘗之。」,1.Léger; flottant; agité par le vent. 2. Frivole; léger.,,,,
91,幡幡,幡幡,fān fān,MOVEMENT,AA,,REDUPLICATION,巷 伯,XiaoYa,捷捷幡幡、謀欲譖言。,Clever you are, and ever changing. In your schemes and wishes to slander.,1. 往來的樣子。亦作「翩翩」。 詩經．小雅．巷伯：「捷捷幡幡，謀欲譖言，豈不爾受，既其女遷。」 2. 失去威儀的樣子。 詩經．小雅．賓之初筵：「其未醉止，威儀反反，曰既醉止，威儀幡幡。」3. 樹葉翻動的樣子。 詩經．小雅．瓠葉：「幡幡瓠葉，采之亨之，君子有酒，酌言嘗之。」,1.Léger; flottant; agité par le vent. 2. Frivole; léger.,,,,
92,幡幡,幡幡,fān fān,MOVEMENT,AA,,REDUPLICATION,瓠 葉,XiaoYa,幡幡瓠葉、采之亨之。,"Of the gourd leaves, waving about, Some are taken and boiled;",1. 往來的樣子。亦作「翩翩」。 詩經．小雅．巷伯：「捷捷幡幡，謀欲譖言，豈不爾受，既其女遷。」 2. 失去威儀的樣子。 詩經．小雅．賓之初筵：「其未醉止，威儀反反，曰既醉止，威儀幡幡。」3. 樹葉翻動的樣子。 詩經．小雅．瓠葉：「幡幡瓠葉，采之亨之，君子有酒，酌言嘗之。」,1.Léger; flottant; agité par le vent. 2. Frivole; léger.,,,,,
94,汎汎,泛泛,fànfàn,MOVEMENT,AA,,REDUPLICATION,采 菽,XiaoYa,二子乘舟、汎汎其逝。,The two youths got into their boats, Which floated away [on the stream].,1. 漂浮。唐．杜甫．秋興詩八首之三：「信宿漁人還泛泛，清秋燕子故飛飛。」2. 尋常的、浮淺的。近平常。如：「泛泛之交」。3.充滿的樣子。黃帝內經素問．卷五．脈要精微論：「春日浮如魚之遊在波，夏日在膚，泛泛乎萬物有餘。」4. 水順流無阻的樣子。詩經．邶風．二子乘舟：「二子乘舟，汎汎其景。」5. 漂浮的樣子。文選．張衡．思玄賦：「乘天潢之汎汎兮，浮雲漢之湯湯。」6.普遍、廣博的樣子。,,,,,
96,汎汎,泛泛,fànfàn,MOVEMENT,AA,,REDUPLICATION,采 菽,XiaoYa,汎汎楊舟、紼纚維之。,It floats about, the boat of willow wood, Fastened by the band of the rope.,1. 漂浮。唐．杜甫．秋興詩八首之三：「信宿漁人還泛泛，清秋燕子故飛飛。」2. 尋常的、浮淺的。近平常。如：「泛泛之交」。3.充滿的樣子。黃帝內經素問．卷五．脈要精微論：「春日浮如魚之遊在波，夏日在膚，泛泛乎萬物有餘。」4. 水順流無阻的樣子。詩經．邶風．二子乘舟：「二子乘舟，汎汎其景。」5. 漂浮的樣子。文選．張衡．思玄賦：「乘天潢之汎汎兮，浮雲漢之湯湯。」6.普遍、廣博的樣子。,,,,
