arthur,thomas,traditional,simplified,radsup,morphology,MC,OC,variant,Kroll,zdic,note,id
dou3~sou3,dǒu~sǒu,抖擻,抖擞,手,BR,tuwX-suwX,NA~NA,NA,shudder and shake; quake and quiver; ascetic buddhist practices,奮發、振作。三國演義．第五十九回：「目射神光，威風扑擻。」平妖傳．第九回：「腳穿一雙把滑的多耳麻鞋，手提一根檀木棍兒，抖擻精神，飛也似的一般奔去。」近振奮、振作反頹唐亦作「抖搜」、「陡搜」。振動、拂開。唐．孟郊．夏日謁智遠禪師詩：「抖擻塵埃定，謁師見真宗。」儒林外史．第三十八回：「那東西抖擻身上的毛，發起威來。」滌除煩惱。宋．王炎．夜半聞雨再用前韻：「抖擻胸中三斗塵，強欲吟哦無好語。」亦作「斗藪」。,NA,310
kang4~zang3,kàng~zǎng,抗髒,抗髒,NA,BR,khangH-tsangX,*kʰˤaŋ-s~NA,NA,"firm and forceful, staunch and strong",NA,cf. 骯髒 kang3zang3 (MC khangX-tsangX),720
pi1~mi3,pī~mǐ,披靡,披靡,NA,BR,phje-mjeX,*pʰ(r)aj~*m(r)aj,NA,"tossed and tumbled on the wind, strewn and scattered; also, overthrown, overturned, discomfited",草木隨風散亂傾倒的樣子。史記．卷一一七．司馬相如傳：「應風披靡，吐芳揚烈。」初刻拍案驚奇．卷三十：「川嶽為之震動，草木盡是披靡。」潰敗逃散的樣子。史記．卷七．項羽本紀：「於是項王大呼馳下，漢軍皆披靡，遂斬漢一將。」,NA,1147
jie2~ju4,jié~jù,拮据,拮据,手,BR,ket-kjo,*kˤi[t]~NA,NA,hold onto with difficulty; do everything that one can to X; wear oneself out doing X,辛勞操持。詩經．豳風．鴟鴞：「予手拮据，予所捋荼。」境況窘迫，尤指經濟困難而言。紅樓夢．第一一四回：「手頭不濟，諸事拮据。」近窘迫反富裕、寬裕、裕如,NA,636
jie2~lie4,jié~liè,捷獵,捷猎,NA,BR,dzjep-ljep,*[dz][a]p~*r[a]p,NA,"intricately imbricated, interlocked; layered and folded; mish-mash, piled together",參差相接的樣子。文選．王延壽．魯靈光殿賦：「捷獵鱗集，支離分赴。」高顯的樣子。文選．左思．吳都賦：「抗神龍之華殿，施榮楯而捷獵。」,NA,638
yu2~yang2,yú~yáng,揄揚,揄扬,手,BR,yu-yang,NA~*laŋ,NA,"hail and proclaim, praise and applaud, accleam and extol",稱揚、讚譽。文選．班固．兩都賦序：「雍容揄揚，著於後嗣。」文選．曹植．與楊德祖書：「辭賦小道，固未足以揄揚大義，彰示來世也。」近吹噓反抨擊,NA,1980
yao2~ye4,yáo~yè,搖曳,摇曳,NA,BR,yew-yejH,*law~NA,NA,"wafted aloft, drifting adangle; quivering termulously; (med.) free and unfettered",NA,NA,1819
jiao3~liao3,jiǎo~liǎo,摎蓼,摎蓼,翏,BR,kaewX-ljewX,*k-riw (dialect: *k-r- > *kr-)~NA,糾蓼,"induce, lead on, drag out, draw forth",NA,NA,616
nao2~tiao1,náo~tiāo,撓挑,挠挑,手,BR,naewX-thew,*m-[q]ʰˤrewʔ~*l̥ˤew,"橈橈, 撓挑","fluently coiling, meandering, easy circuit",NA,NA,1066
rao3~rang3,rǎo~rǎng,擾攘,扰攘,手,BR,nyewX-nyangX,NA~*naŋ,NA,"welter of confusion, roiling weter, tumult and turmoil",紛亂。漢書．卷二十一．律曆志上：「戰國擾攘，秦兼天下。」三國演義．第二十回：「今四海擾攘之時，正當借田獵以講武。」近紛擾、騷動、騷擾反平靜,NA,1334
cuan2~za2,cuán~zá,攢雜,攒杂,NA,BR,dzwan-dzop,NA~*[dz]ˤ[u]p,NA,clump and clustered,NA,NA,239
qi1~qu1,qī~qū,㩻䧢,㩻䧢,NA,BR,khje-khju,NA~NA,NA,(med.) sloped and slanted; precariously inclined,NA,morphology?,1225
qi1~que1,qī~quē,攲缺,攲缺,NA,BR,khje-khwet,NA~*Nə-[k]ʷʰˤet,NA,(med.) cleft and cloven,NA,NA,1226
wang4~xiang1,wàng~xiāng,旺相,旺相,NA,BR,hjwangH-sjang,NA~*[s]aŋ,NA,"be in luck, by happy chance, favored by fortune",陰陽家指得時運。漢．王充．論衡．命祿：「春夏囚死，秋冬旺相，非能為之也。」通俗編．祝誦：「按陰陽家書五行，遞旺于四時，凡動作宜乘旺相之氣。如春三月則木旺、火相、土死、金囚、水休。夏三月則火旺、土相、金死、水囚、木休。故俗語以凡得時為旺相，生時為休囚也。」旺盛、興隆。元．李好古．張生煮海．第三折：「鍋裡水滿了也，再放這枚金錢在內，用水燒著，只要火氣十分旺相，一時間將此水煎滾起來。」醒世恆言．卷三十五．徐老僕義憤成家：「前日聞得你生意十分旺相，今番又趁若干利息？」,NA,1560
ang2~zang2,áng~záng,昂藏,昂藏,NA,BR,ngang-dzangH,NA~*m-tsʰˤaŋ,NA,proud and redoubtable; high above the norm,氣宇軒昂。聊齋志異．卷一．葉生：「天下之昂藏，淪落如葉生其人者，亦復不少。」,NA,28
hun2~lun2,hún~lún,昆侖,昆仑,NA,BR,hwon-lwon,*[k]ˤu[n]~NA,渾淪,"integral totality, undifferentiated wholeness",山脈名。見「崑崙山脈」條。山名。見「崑崙山」條。古代泛指中南半島南部及南洋群島一帶的居民。為現今的馬來人種。見舊唐書．卷一九七．南蠻西南蠻傳．林邑傳。稱皮膚黑的人。晉書．卷三十二．后妃傳下．孝武文李太后傳：「時后為宮人，在織坊中，形長而色黑，宮人皆謂之崑崙。」道家稱頭為「崑崙」。見宋．張君房．雲笈七籤．卷十二．上部經。,昆 hun2 also kun1 (MC kwon),544
mei4~mo4,mèi~mò,昧莫,昧莫,NA,BR,mwojH-mak,*mˤ[u][t]-s~*mˤak,NA,wide-spread and spacious,NA,NA,994
tan2~luan2,tán~luán,曇欒,昙栾,木,BR,dan-lwan,NA~*[m]ə.rˤon,NA,"slimly tapering; smoothly supple, gracile(ly), esp. of bamboo",NA,NA,1444
tong2~meng2,tóng~méng,曈曚,曈曚,日,BR,duwng-muwng,NA~NA,"曈曈, 曈曚, 曈曨","(med.) pale rays of the rising sun, growing gleam of sunrise",NA,NA,1518
tong2~long2,tóng~lóng,曈曨,曈曨,日,BR,duwng-luwng,NA~NA,"曈曈, 曈曚, 曈曨","(med.) pale rays of the rising sun, growing gleam of sunrise",太陽初升時由暗而明的樣子。比喻文章由隱而顯。文選．陸機．文賦：「其致也，情曈曨而彌鮮，物昭晢而互進。」,NA,1516
tang3~lang3,tǎng~lǎng,曭朗,曭朗,NA,BR,thangX-langX,NA~*k.rˤaŋʔ,NA,(med.) glimmering glow,NA,NA,1466
tang3~mang3,tǎng~mǎng,曭莽,曭莽,NA,BR,thangX-mangX,NA~NA,NA,"dulled and dusky, darkly shaded",NA,NA,1469
man4~xian4,màn~xiàn,曼羨,曼羡,NA,BR,mjonH-zjenH,*mˤa[n]-s~*s-N-qa[r]-s,NA,lost to sight; fading away into vagueness,盛大廣散。漢書．卷五十七．司馬相如傳下：「大漢之德，逢涌原泉，沕潏曼羨，旁魄四塞，雲布霧散，上暢九垓，下泝八埏。」,NA,970
pu3~su4,pǔ~sù,朴簌,朴簌,NA,BR,phaewk-suwk,NA~NA,NA,"(med.) falling in profusion; also, onom. of birds' wings in brisk flight, pfuut-suut",NA,NA,1209
wu4~nie4,wù~niè,杌隉,杌陧,NA,BR,ngwot-nget,NA~NA,"杌隉, 蘖卼, 阢隉","shaky and unsteady, teetering on the edge",NA,NA,1605
yao3~miao3,yǎo~miǎo,杳眇,杳眇,NA,BR,'jewX-mjiewX,NA~*[m]ewʔ,"杳眇, 窅眇",dark and dense; masked and mysterious,悠遠的樣子。文選．司馬相如．上林賦：「頫杳眇而無見，仰攀橑而捫天。」亦作「杳渺」。,NA,1821
li4~lie4,lì~liè,栗烈,栗烈,NA,BR,lit-ljet,*[r]i[t]~*[r]at,NA,"shiveringly cold, frigid",寒冷。詩經．豳風．七月：「一之日觱發，二之日栗烈，無衣無褐，何以卒歲。」宋．范成大．思佛亭曉望詩：「栗烈剛風刮病眸，登臨何啻緩千憂。」亦作「慄冽」。,NA,822
an4~yan3,àn~yǎn,案衍,案衍,NA,BR,'anH-yenX,*ʔˤa[n]-s~*N-q(r)anʔ,NA,"rough, uneven, low-lying,shallow",低下。文選．司馬相如．子虛賦：「其南則有平原廣澤，登降陁靡，案衍壇曼。」不平的樣子。文選．司馬相如．上林賦：「荊吳鄭衛之聲，韶濩武象之樂，陰淫案衍之音。」文選．嵇康．琴賦：「清和條昶，案衍陸離。」,NA,25
xi1~xie4,xī~xiè,棲屑,栖屑,NA,BR,tshej-set,*s-nˤər~*s-lˤi[t],NA,"hustle and bustle, scurry and hurry",往來奔波不定。北史．卷三十八．裴駿傳：「高尚之事，非敢庶幾，但京師遼遠，實憚於棲屑耳。」唐．杜甫．詠懷詩二首之一：「疲苶苟懷策，棲屑無所施。」,NA,1633
qi1~chi2,qī~chí,棲遲,栖迟,NA,BR,sej-drij,*s-nˤər~*l<r>ə[j],NA,linger long,游息。詩經．陳風．衡門：「衡門之下，可以棲遲。」延續。淮南子．俶真：「棲遲至於昆吾夏后之世。」拙劣。三國志．卷七．魏書．臧洪傳：「陳留克創兵之謀，謀計棲遲，喪忠孝之名。」滯留。唐．劉長卿．長沙過賈誼宅詩：「三年謫宦此棲遲，萬古惟留楚客悲。」飄泊失意。唐．李賀．致酒行：「零落棲遲一杯酒，主人奉觴客長壽。」宋．陸游．上鄭宣撫啟：「某流落無歸，棲遲可歎。」,NA,1211
pan2~bo2,pán~bó,槃礡,槃礴,NA,BR,ban-bak,NA~NA,NA,sit with legs outspread,NA,NA,1095
ta4~la4,tà~là,㯓臘,㯓腊,NA,BR,thap-lap,NA~*C.rˤap,NA,(med.) slippety-slop,NA,NA,1438
lan2~gan1,lán~gān,欄杆,栏杆,木,BR,lan-kan,NA~NA,闌干,"railing, barrier, barrister; criss-crossed",竹木或金屬條編成的柵欄。唐．李白．清平調三首之三：「解釋春風無限恨，沈香亭北倚欄杆。」近雕欄或稱為「闌干」、「闌檻」、「欄干」。在女子衣服的緣邊，以絲織成花紋交錯的裝飾物。似今日的蕾絲花邊。淚水縱橫的樣子。唐．白居易．長恨歌：「玉容寂寞淚欄杆，梨花一枝春帶雨。」,NA,775
xu1~xi1,xū~xī,歔欷,歔欷,欠,BR,xjo-xj+j,NA~NA,NA,"break down in sobs, give way to tears, weep woefully; sigh sadly",悲泣抽噎。楚辭．東方朔．七諫．自悲：「泣歔欷而霑衿，厭白玉以為面兮。」唐．韓愈．祭田橫墓文：「非今世之所稀，孰為使余歔欷而不可禁。」亦作「噓唏」。,NA,1724
xu1~xi1,xū~xī,歘吸,歘吸,NA,BR,xjut-xip,NA~*qʰ(r)əp,NA,"in a flash and flicker, lickety-split",NA,NA,1725
fen1~yun1,fēn~yūn,氛氳,氛氲,气,BR,phjun-'jun,NA~NA,雰氳,"perfused and saturated; blanketing overcast full of vapors (snow, odors etc.)",NA,also synonymous with 雰雰 fen1fen1,371
wan2~lan2,wán~lán,汍瀾,汍澜,水,BR,hwan-lan,NA~*[r]ˤanʔ,NA,"tears flowing full, dissolved in tears, tears swelling in waves",流淚、哭泣的樣子。文選．陸機．弔魏武帝文：「氣衝襟以嗚咽，涕垂睫而汍瀾。」宋．無名氏．李師師外傳：「知師師死狀，猶不自禁其涕泣之汍瀾也。」,NA,1544
wan2~lan2,wán~lán,汍蘭,汍兰,NA,BR,hwan-lan,NA~*k.rˤan,NA,"tears flowing full, dissolved in tears, tears swelling in waves",NA,NA,1543
fa2~jie2,fá~jié,汎𣶏𣶏,汎𣶏𣶏,水,BR,bjop-tsep,*[b](r)[u]m~NA,NA,rushing and raging (of waves),NA,汎 fa2 also fan4 (MC phjomH),340
wang1~yang2,wāng~yáng,汪洋,汪洋,水,BR,'wang-yang,*qʷˤaŋ~*ɢ(r)aŋ,"汪洋, 汪漾, 汪翔, 望洋","wide-eyed with wonder; shoreless and far-spreading, unplumbed profundity; vast and profound",水勢浩大。楚辭．王襃．九懷．蓄英：「臨淵兮汪洋，顧林兮忽荒。」比喻氣度寬宏。南朝梁．劉孝威．重光詩：「風神瀟落，容止汪洋。」唐．韋應物．郡齋雨中與諸文士燕集詩：「吳中盛文史，群彥今汪洋。」比喻文章氣勢盛大。新唐書．卷一七六．韓愈傳．贊曰：「橫騖別驅，汪洋大肆。」形容非常恢宏深廣。唐．沈佺期．則天門赦改年詩：「歌舞將金帛，汪洋被遠黎。」唐．韓愈．殿中侍御史李君墓誌銘：「其說汪洋奧美，關節開解。」,NA,1553
wang1~yang4,wāng~yàng,汪漾,汪漾,水,BR,'wang-yangX,*qʷˤaŋ~NA,"汪漾, 瀇漾, 汪洋, 汪翔","wide-eyed with wonder; shoreless and far-spreading, unplumbed profundity; vast and profound",NA,NA,1554
wang1~xiang2,wāng~xiáng,汪翔,汪翔,NA,BR,'wang-zjang,*qʷˤaŋ~*s.[ɢ]aŋ,"汪洋, 汪漾, 汪翔, 望洋","wide-eyed with wonder; shoreless and far-spreading, unplumbed profundity; vast and profound",NA,NA,1552
hang4~xie4,hàng~xiè,沆瀣,沆瀣,水,BR,hangX-heajH,NA~NA,NA,"cold northern fogs, nighttime damps, coldest damps",露氣。楚辭．屈原．遠遊：「餐六氣而飲沆瀣兮，漱正陽而含朝霞。」比喻氣味相投。清．王鵬運．沁園春．詞汝來前詞：「唸百年歌哭，誰知我者？千秋沆瀣，若有人兮。」見「沆瀣一氣」條。,NA,450
ta4~he2,tà~hé,沓合,沓合,NA,BR,dop-hop,*m-rˤəp~*kˤop,NA,"blend and build, heap and hoard, collect and accumulate",重疊。南朝梁．江淹．橫吹賦：「山沓合而為一，雲逕逕而孤去。」,NA,1437
wu4~mu4,wù~mù,沕穆,沕穆,NA,BR,mjut-mjuwk,NA~*m(r)iwk,NA,"slight and subtle, fine and faint",沉穩婉約的樣子。史記．卷八十四．屈原賈生傳：「沕穆無窮兮，胡可勝言！」司馬貞．索隱：「沕穆，深微之貌。」唐．李白．明堂賦：「淳風沕穆，鴻恩滂洋。」,沕 wu4 also mi4 (MC mit),1604
fei4~wei4,fèi~wèi,沸渭,沸渭,水,BR,phj+jH-hjw+jH,*Nə.p[u][t]-s~NA,NA,"frothing and foaming, seething; tumbling (waves)",NA,synonymous with 沸濆 fei1pen1,363
pao2~sou3,páo~sǒu,泡溲,泡溲,水,BR,phaew-srjuw,NA~NA,NA,foaming and frothing,NA,NA,1124
xuan4~yun2,xuàn~yún,泫沄,泫沄,水,BR,hen-hjun,NA~NA,NA,froth and foam,水之湧流如沸騰的樣子。文選．張衡．思玄賦：「揚芒熛而絳天兮，水泫沄而涌濤。」,NA,1751
pan4~han4,pàn~hàn,泮汗,泮汗,水,BR,phanH-hanH,NA~*Cə.[g]ˤa[r]-s,NA,"overflowing flood, waters swelling and surging",水流廣大。文選．左思．吳都賦：「潰渱泮汗，滇㴐淼漫。」揮汗。漢．桓寬．鹽鐵論．散不足：「百姓或旦暮不贍，蠻夷或厭酒肉，黎民泮汗力作。」,not sure about morph,1106
jiang4~dong4,jiàng~dòng,洚洞,洚洞,水,BR,huwng-duwngH,NA~NA,NA,stretching endlessly,大水無邊無際的樣子。孟子．滕文公下．趙岐．注：「水逆行，洚洞無涯，故曰洚水也。」,NA,597
xiong1~yong3,xiōng~yǒng,洶湧,汹湧,水,BR,xjowng-yowngX,NA~NA,NA,"waves crashing and curling, bubble and boil, swell and billow",水流騰湧的樣子。唐．李白．當塗趙炎少府粉圖山水歌：「驚濤洶湧向何處？孤舟一去迷歸年。」近彭湃、澎湃亦作「洶涌」。形容氣勢盛大。唐．黃滔．融結為何嶽賦：「剛柔隨之而洶湧，嗜欲繼之而隆崇。」清．采蘅子．蟲鳴漫錄：「努目向人，勢甚洶湧。」近彭湃、澎湃亦作「洶涌」。喧鬧。清．和邦額．夜譚隨錄．卷一．碧碧：「有翁媼，率男婦六七輩，直入草堂，洶湧叫罵。」二十載繁華夢．第九回：「及到了門前，已聽得樓上人聲洶湧，巴不得三步登到樓上。」亦作「洶涌」。動盪不安。元．羅貫中．風雲會．第四折：「我想五代亂離，人心洶湧，今聖人一出，群妖頓息，不圖從此得見太平也。」明．郎瑛．七修類稿．卷十四．國事類．石亨姦黨：「事雖傳聞，信實顯著，人心洶湧，中外危疑。」水流騰涌的樣子。文選．司馬相如．上林賦：「沸乎暴怒，洶涌彭湃。」楚辭．劉向．九歎．逢紛：「波逢洶涌，濆滂沛兮。」近澎湃亦作「洶湧」。形容氣勢盛大。如：「洶涌的民主潮流，一舉沖垮了東歐共產國家的鐵幕。」近澎湃亦作「洶湧」。喧鬧。如：「中國餐館只要客人一多，就會顯得人聲洶涌，好不熱鬧！」亦作「洶湧」。,NA,1717
hao4~han4,hào~hàn,浩汗,浩汗,水,BR,hawX-hanH,*[g]ˤuʔ~*Cə.[g]ˤa[r]-s,浩瀚、滈瀚,"endless, immeasurable, spacious; surging and streaming onward",水勢盛大的樣子。三國．魏．曹丕．濟川賦：「漫浩汗而難測，眇不睹其垠際。」晉書．卷五十六．孫楚傳：「遂因山陵積石之固，三江五湖浩汗無涯，假氣遊魂，迄茲四紀。」形容盛大繁多。南朝宋．劉義慶．世說新語．賞譽：「王司州與殷中軍語，歎云：『己之府奧，蚤已傾寫而見，殷陳勢浩汗，眾源未可得測。』」宋．蘇軾．上韓魏公論場務書：「然而其事宏闊浩汗，非可以倉卒輕言者。」,NA,453
qin1~yin2,qīn~yín,浸淫,浸淫,水,BR,tshim-yim,NA~*N.r[ə]m,NA,"drench and douse, soak and swash; also, slowly spread, imperceptibly advance",浸漬、滲入。漢書．卷五十七．司馬相如傳下：「是以六合之內，八方之外，浸淫衍溢。」逐漸親附、漸次接近。文選．王襃．洞簫賦：「師襄嚴春不敢竄其巧兮，浸淫叔子遠其類。」唐．韓愈．送孟東野序：「其存而下者，孟郊東野始以其詩鳴，其高出魏晉，不懈而及於古，其他浸淫乎漢氏矣！」,浸 qin1 also jin4 (MC tsimH),1283
jia1~qia4,jiā~qià,浹洽,浃洽,水,BR,tseap-heap,NA~*N-kˤ<r>[o]p,NA,extending everywhere,周全、遍及。漢書．卷二十二．禮樂志：「於是教化浹洽，民用和睦，災害不生，禍亂不作，囹圄空虛，四十餘年。」唐．李德裕．唐故左神策軍護軍中尉兼左街功德使知內侍省事劉公神道碑銘：「恩禮浹洽，要荒宴如。」或作「挾洽」。和諧、融洽。唐．權德輿．宣州響山新亭新營記：「而威惠交修，上下浹洽，在此物也。」玉嬌梨．第一回：「三人因平日往來慣了，情意浹洽，全無一點客套。」貫通。朱子語類．卷十一．讀書法下：「看經傳有不可曉處，且要旁通。待其浹洽，則當觸類而可通矣。」,浹 jia1 also xia2 (MC heap),582
wan3~yan3,wǎn~yǎn,涴演,涴演,水,BR,'jwonX-yenX,NA~*N-q(r)anʔ,NA,"sinuously stretching, turning and twisting",NA,wan3 usually pronounced wo4,1549
xi1~li4,xī~lì,淅瀝,淅沥,水,BR,sek-lek,NA~NA,NA,gurgling and babbling (water); pashing and pattering (falling rain or snow),形容風雨、霜雪、落葉等聲音。文選．謝惠連．雪賦：「霰淅瀝而先集，雪紛糅而遂多。」紅樓夢．第四十五回：「又聽見窗外竹梢蕉葉之上雨聲淅瀝，清寒透幔，不覺又滴下淚來。」,NA,1617
lin2~li2,lín~lí,淋灕,淋灕,水,BR,lim lje,*r[ə]m~NA,NA,"soaked and steeped, sluicing and spewing; 
(med.) also, closely clustered, mass and slew",溼透的樣子。唐．韓愈．和虞部盧四酬翰林錢七赤藤杖歌：「共傳滇神出水獻，赤龍拔鬚血淋漓。」初刻拍案驚奇．卷十六：「那一日大雨淋漓，路上無人行走。」或作「淋離」、「淋灕」。形容氣勢充盛酣暢。唐．李商隱．韓碑詩：「公退齋戒坐小閣，濡染大筆何淋漓。」宋．陸游．漢宮春．羽箭彫弓詞：「淋漓醉墨，看龍蛇飛落蠻牋。」,NA,862
qi1~chu3,qī~chǔ,淒楚,凄楚,NA,BR,tshej-tsrhjoX,NA~*[s.r̥]aʔ,NA,"cold and keen, intense, piercing; poignant; acute",淒涼悲苦。紅樓夢．第七十八回：「獨有寶玉一心淒楚，回至園中，猛然見池上芙蓉。想起小丫鬟說晴雯作了芙蓉之神，不覺又喜歡起來，乃看著芙蓉嗟歎了一會。」亦作「悽楚」。悽涼悲苦。漢．蔡琰．胡笳十八拍：「尋思涉歷兮多艱阻，四拍成兮益悽楚。」梁書．卷三十四．張緬傳：「在客行而多思，獨傷魂而悽楚。」亦作「淒楚」。,NA,1213
chuo4~yue1,chuò~yuē,淖約,淖约,NA,BR,tsjak-'jak,NA~*[q]ewk-s,NA,"meek and mild; also, soft and tender",NA,NA,221
peng1~pai4,pēng~pài,淜湃,淜湃,水,BR,phaeng-phaejH,NA~NA,NA,crashing and battering of waves,NA,NA,1133
tian3~nian3,tiǎn~niǎn,淟涊,淟涊,水,BR,thenX-nenX,NA~NA,NA,"muddy and mired, sully and smudge; (med.) weak and wavering, shaking and swaying",垢濁而不鮮明。楚辭．劉向．九歎．惜賢：「撥諂諛而匡邪兮，切淟涊之流俗。」文選．陸機．文賦：「謬玄黃之秩敘，故淟涊之不鮮。」,NA,1495
dan4~duo4,dàn~duò,淡沱,淡沱,水,BR,damX-daX,*[l]ˤamʔ~*lˤaj,NA,"clear and calm, of springtime light",NA,沱 duo4 also tuo2,263
